Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,Patent number,Month,Year,URL,Number of additional authors,Non-English,Interdisciplinary,Forensic science,Criminology,Propose double weighting,Is reserve output,Research group,Open access status,Citations applicable,Citation count,Cross-referral requested,Supplementary information,Delayed by COVID19,clickable DOI,Pdf number,File,T1 - Communication and Interaction,T2 - Philosophy of Education,T3 - Methodological Depth,T4 - Citizenship and Culture,T5 - Developmental Psychology,T6 - Health and Medicine,T7 - Mathematics,T8 - Gender,T9 - Regional issues and international development,T10 - Psychiatry and Psychopathology,T11 - Non-English Components,T12 - Language and Linguistics,T13 - Technology Enhanced Learning,T14 - Critical and Social Theory,"T15 - History, Religion and Race",T16 - Early Childhood and Families,T17 - Leadership and Management,T18 - New Materialism,T19 - Clinical Psychology and Developmental Disorders,T20 - Claims of Significance,T21 - Sports and Health,T22 - Analysing large-scale data,T23 - Schooling Systems,T24 - Affective Factors,T25 - Children's Social Care,T26 - Education Policy,T27 - Higher Education,T28 - Training and Employment,T29 - Special Educational Needs and Disabilities,T30 - Teacher Education and Professional Development,T31 - Science Education,T32 - Interviews and Focus Groups,T33 - Systematic Reviews and Meta-Analyses,T34 - Cognitive Processing,T35 - Reading,,,
10007784,University College London,C,23,Education,,,,D,Building an 'intercultural ethos' in teacher education,,,Intercultural Education,25,2,128,,,1467-5986,,January,2014,,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14675986.2014.888804,12660,12660,0.0000237602,0.0346451620,0.1459119608,0.0802389055,0.0000117873,0.0000114632,0.0000116800,0.0000166965,0.0417933092,0.0008478232,0.1092819631,0.0002879111,0.0002967414,0.1325801689,0.0000173295,0.0000310514,0.0174529879,0.0000336231,0.0000075163,0.0343237798,0.0000109089,0.0000344752,0.0373962443,0.0000185043,0.0052814116,0.0426543593,0.0000359836,0.0000218017,0.0000101794,0.2482088725,0.0000132927,0.0684476127,0.0000139985,0.0000147152,0.0000120196,,,
10003957,Liverpool John Moores University,C,23,Education,,,,D,Overcoming Barriers: Engaging younger students in an online intercultural exchange,,,Intercultural Education,26,5,361,,,0952-391X,,December,2015,,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14675986.2015.1091238,12661,12661,0.0000206372,0.0063031779,0.0145200953,0.0581588353,0.0000102381,0.0000099565,0.0000101448,0.0028979373,0.0000169102,0.0009766745,0.0000052322,0.1480261329,0.1259274645,0.0916062270,0.0000150518,0.0130024293,0.0000209907,0.0000292038,0.0000065283,0.0346181046,0.0000094751,0.0000299439,0.0461773274,0.0062635155,0.0033858094,0.0007647868,0.0442439301,0.0000189362,0.0000088414,0.1881925068,0.0004921181,0.2141954575,0.0000121586,0.0000127811,0.0000104398,,,
10004180,Manchester Metropolitan University,C,23,Education,,,,D,Learning to fail and learning from failure – ideology at work in a mathematics classroom,,,"Pedagogy, Culture & Society",22,1,79,,,1468-1366,,March,2014,https://www.tandfonline.com/doi/full/10.1080/14681366.2013.877207,1,,,,,,,8 - Theory and Methodology,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14681366.2013.877207,12662,12662,0.0126969999,0.3065457991,0.0016296072,0.0000100805,0.0000108013,0.0000105043,0.2033213504,0.0000152997,0.0015388677,0.0012839064,0.0182578474,0.0083759710,0.0000184125,0.0979130529,0.0000158798,0.0007889674,0.0000221454,0.0091569741,0.0000068875,0.0431135817,0.0000099963,0.0038341593,0.0796451195,0.0000169563,0.0002765053,0.0471981904,0.0025680189,0.0012875006,0.0027978778,0.0646946669,0.0000121807,0.0918745479,0.0010268457,0.0000134842,0.0000110141,,,
10007805,University of Strathclyde,C,23,Education,,,,D,In defence of care : Gilligan's relevance for primary education,,,"Pedagogy, Culture and Society",23,2,281,,,1468-1366,,January,2015,,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14681366.2014.994662,12663,12663,0.0000202004,0.4920927553,0.0139775341,0.0000093527,0.0000100213,0.0047137439,0.0021267292,0.0489357751,0.0000165522,0.0000152006,0.0000051214,0.0000095757,0.0000170830,0.1844526688,0.0000147332,0.0258983887,0.0000205464,0.0000285856,0.0000063902,0.0298869105,0.0000092745,0.0000293100,0.0313230517,0.0000157319,0.0562341172,0.0550797758,0.0005009923,0.0028409342,0.0000086543,0.0510857034,0.0000113011,0.0000982548,0.0004823010,0.0000125105,0.0000102188,,,
10007157,The University of Sheffield,C,23,Education,,,,D,Governing emotionally vulnerable subjects and ‘therapisation’ of social justice,,,"Pedagogy, Culture & Society",23,4,485,,,1468-1366,,April,2015,,1,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14681366.2015.1015152,12664,12664,0.0017386918,0.1273000066,0.0000819632,0.0000076094,0.0000081535,0.0000079293,0.0000080792,0.0132155158,0.0000134671,0.0340747740,0.0000041668,0.0000077909,0.0000138990,0.4135784414,0.0003947108,0.0000214787,0.0000167168,0.0239434870,0.0132091657,0.0235509487,0.0000075459,0.0000238471,0.0002250978,0.0002041615,0.0849820171,0.1540812608,0.0009816996,0.0000150806,0.0306249348,0.0505580279,0.0000091948,0.0270619601,0.0000096830,0.0000101787,0.0000083142,,,
10007773,The Open University,C,23,Education,,,,D,Learner agency and social justice: what can creative pedagogy contribute to socially just pedagogies?,,,"Pedagogy, Culture and Society",23,4,531,,,1468-1366,,September,2015,,0,,,,,,Yes,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14681366.2015.1082497,12665,12665,0.0154289171,0.0237967420,0.0115016751,0.0000072107,0.0000077262,0.0000075138,0.0000076558,0.0012802781,0.0000127614,0.0000117193,0.0000039485,0.0049033857,0.0012825047,0.4094940561,0.0000113589,0.0279457041,0.0000158408,0.0448114004,0.0007302604,0.0281194229,0.0000071504,0.0021985987,0.0217919818,0.0000121289,0.0000164526,0.0178038284,0.0002049195,0.0000142903,0.0000066722,0.3706820529,0.0001900463,0.0176650965,0.0000091756,0.0000096453,0.0000078785,,,
10007805,University of Strathclyde,C,23,Education,,,,D,"Towards a well-being focussed language pedagogy : enabling arts-based, multilingual learning spaces for young people with refugee backgrounds",,,"Pedagogy, Culture and Society",24,2,285,,,1468-1366,,March,2016,,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14681366.2016.1155639,12666,12666,0.0081772527,0.1651993614,0.0111582740,0.0299297983,0.0000082786,0.0000080510,0.0000082032,0.0029262140,0.0015680672,0.0000125573,0.0000042308,0.2220918607,0.0000141123,0.1129340322,0.0000121711,0.0066279802,0.0000169734,0.1593489332,0.0000052789,0.0000136494,0.0000076617,0.0000242131,0.0017829464,0.0000129962,0.0202247426,0.0080017867,0.0276157545,0.0000153121,0.0184655704,0.0765929671,0.0000093359,0.1267642267,0.0000098316,0.0003989333,0.0000084418,,,
10007776,Roehampton University,C,23,Education,,,,D,Subtle emotional process in early childhood pedagogy: evaluating the contribution of the Tavistock Observation Method,,,"Pedagogy, Culture and Society",25,3,431,,,1468-1366,,January,2017,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2016.1276471,12667,12667,0.0002185012,0.0835526792,0.0566288064,0.0000080014,0.0012158893,0.0116790567,0.0000084954,0.0000121441,0.0000141608,0.0257690739,0.0000043815,0.0000081923,0.0000146149,0.0392856230,0.0000126046,0.2849491029,0.0000175779,0.1006341018,0.0006091248,0.0000141355,0.0000079346,0.0008299526,0.0016452282,0.0000134591,0.0004206955,0.0346465042,0.0032456813,0.0000158574,0.0000074040,0.0402843454,0.0000096684,0.3087544536,0.0000101818,0.0054436240,0.0000087425,,,
10003614,University of Winchester,C,23,Education,,,,D,Education at the margins of the political,,,"Pedagogy, Culture & Society",25,3,447,,,1747-5104,,January,2017,,,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2016.1277781,12668,12668,0.0000277526,0.7290626550,0.0007846685,0.0103531004,0.0000137680,0.0000133894,0.0000136425,0.0016351662,0.0000227405,0.0000208836,0.0000070361,0.0000131557,0.0000234697,0.0663190926,0.0000202414,0.0000362689,0.0000282280,0.0136108524,0.0000087792,0.0003458327,0.0000127419,0.0003634009,0.0200912030,0.0022835435,0.0022912482,0.0721176985,0.0216919307,0.0000254651,0.0000118898,0.0133134637,0.0000155262,0.0453735874,0.0000163507,0.0000171878,0.0000140393,,,
10007157,The University of Sheffield,C,23,Education,,,,D,Educational archaeology and the practice of utopian pedagogy,,,"Pedagogy, Culture & Society",25,4,551,,,1468-1366,,February,2017,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2017.1291534,12669,12669,0.0045782129,0.4890094395,0.0000929968,0.0000086338,0.0000092511,0.0000089967,0.0000091668,0.0000131039,0.0000152800,0.0000140323,0.0000047278,0.0000088397,0.0000157700,0.1103496949,0.0084813646,0.0004586144,0.0000189672,0.3168076028,0.0000058990,0.0000152527,0.0000085617,0.0000270572,0.0000382774,0.0000145228,0.0002368219,0.0202320530,0.0078446384,0.0000171107,0.0000079891,0.0356517190,0.0000104325,0.0059530008,0.0000109865,0.0000115490,0.0000094334,,,
10007784,University College London,C,23,Education,,,,D,‘The teacher who helps children learn best’: affect and authority in the traditional primary classroom,,,Pedagogy Culture and Society,26,1,1,,,1747-5104,,April,2017,,2,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2017.1314318,12670,12670,0.0000207169,0.1838607494,0.0001033155,0.0084520695,0.0000102776,0.0021809178,0.0000101839,0.0480160738,0.0000169754,0.0000155893,0.0000052524,0.0171359896,0.0000175198,0.0299678662,0.0000151099,0.0251132936,0.0000210717,0.0012353848,0.0000065535,0.0000169451,0.0000095117,0.0000300595,0.1751636330,0.0125592439,0.0000218856,0.0000440975,0.0000313747,0.0000190093,0.0000088756,0.2188293128,0.0000115901,0.2770140349,0.0000122055,0.0000128304,0.0000104801,,,
10007790,University of Edinburgh,C,23,Education,,,,D,UNESCO guidelines on intercultural education : A deconstructive reading,,,"Pedagogy, Culture and Society",27,2,215,,,1468-1366,,March,2018,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2018.1451913,12671,12671,0.0536915366,0.4073062790,0.0263825119,0.1706660579,0.0000093342,0.0000090775,0.0000092491,0.0000132216,0.0556597895,0.0000141583,0.0000047702,0.0000089191,0.0000159116,0.1755290453,0.0000137229,0.0000245890,0.0004572822,0.0000266255,0.0000059520,0.0000153897,0.0000086386,0.0000273003,0.0000386212,0.0000146532,0.0000198767,0.0004781944,0.0024382904,0.0000172644,0.0000080609,0.0675183573,0.0000105262,0.0176173040,0.0000110852,0.0000116527,0.0219167513,,,
10004180,Manchester Metropolitan University,C,23,Education,,,,D,Who knows? Youth work and the mise-en-scene: reframing pedagogies of youth participation,,,"Pedagogy, Culture & Society",28,2,205,,,1468-1366,,June,2019,https://www.tandfonline.com/doi/full/10.1080/14681366.2019.1627484,2,,,,,,Yes,2 - Youth and Community,Compliant,,,,,,https://doi.org/10.1080/14681366.2019.1627484,12672,12672,0.0023484482,0.0482529244,0.0007982661,0.0135142693,0.0000099210,0.0000096482,0.0079265608,0.0391320136,0.0039747516,0.0000150484,0.0135100804,0.0000094798,0.0002497570,0.1635125765,0.0230662411,0.0049158800,0.0198121660,0.1809488679,0.0000063262,0.0458868230,0.0125828119,0.0000290166,0.0172715796,0.0000155744,0.1476448591,0.0400919083,0.0009616662,0.0144547400,0.0000085676,0.0061008204,0.0000111880,0.1928929347,0.0000117821,0.0000123853,0.0000101165,,,
10007784,University College London,C,23,Education,,,,D,‘I got rejected’: investigating the status of ‘low-attaining’ children in primary-schooling,,,"Pedagogy, Culture & Society",29,1,79,,,1468-1366,,November,2019,,2,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2019.1689408,12673,12673,0.0188921458,0.0395531537,0.0005329107,0.0000087266,0.0019844631,0.0000090935,0.0177852781,0.0572915081,0.0000154443,0.0000141832,0.0000047786,0.0000089348,0.0000159396,0.1563055456,0.0008915748,0.0803458749,0.0000191711,0.0055130960,0.0000059624,0.0456624618,0.0039588788,0.0000273482,0.1707761942,0.0140599236,0.0024339380,0.0066238284,0.0015647434,0.0002367516,0.0000080750,0.0323043278,0.0000105447,0.3277409007,0.0000111046,0.0004505870,0.0149326073,,,
10005790,Sheffield Hallam University,C,23,Education,,,,D,Regulated time and expansive time in primary school mathematics,,,"Pedagogy, Culture and Society",29,1,119,,,1747-5104,,November,2019,,2,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2019.1692059,12674,12674,0.0180857608,0.0802502385,0.0018569879,0.0000087612,0.0000093876,0.0000091295,0.2013884451,0.0039791886,0.0000155056,0.0000142394,0.0000047976,0.0000089702,0.0000160028,0.0476431006,0.0000138016,0.0242607317,0.0000192472,0.2086767216,0.0000059861,0.0445215904,0.0000086881,0.0000274567,0.0623914655,0.0000147371,0.0004606451,0.0718669756,0.0000286580,0.0000173633,0.0000081070,0.1271731779,0.0000105865,0.1060694682,0.0000111487,0.0008930286,0.0002298999,,,
10007152,University of Bedfordshire,C,23,Education,,,,D,Towards an epistemology of media education: confronting the problems of knowledge presented by Social Realism,,,"Pedagogy, Culture and Society",29,2,315,,,1468-1366,,April,2020,,0,,,,,,,5 - IREd -  Institute for Research in Education,Compliant,,,,,,https://doi.org/10.1080/14681366.2020.1759129,12675,12675,0.0253760404,0.2543681561,0.0241832298,0.0000101838,0.0000109119,0.0000106119,0.0097426681,0.0000154564,0.0000180232,0.0000165515,0.0000055765,0.0010348325,0.0709587065,0.2827969307,0.0000160425,0.0000287452,0.0000223723,0.0486904040,0.0000069580,0.0456040514,0.0000100987,0.0000319147,0.0399969775,0.0000171300,0.0002793379,0.0013273265,0.0143749931,0.0000201825,0.0005216263,0.1680540897,0.0066709435,0.0057412186,0.0000129589,0.0000136223,0.0000111269,,,
10002718,Goldsmiths' College,C,23,Education,,,,D,"Shared discursive history, rethinking teachers as role models",,,"Pedagogy, Culture & Society",0,0,1,,,1468-1366,,October,2020,http://research.gold.ac.uk/id/eprint/29392/,0,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2020.1822428,12676,12676,0.0000167006,0.0749084665,0.0004721866,0.0153693056,0.0000082851,0.0000080573,0.0000082096,0.2428801542,0.0000136845,0.0000125670,0.0000042341,0.0000079167,0.0000141233,0.2182194821,0.0700142868,0.0000218254,0.0006003375,0.0163574578,0.0000052830,0.0000136600,0.0000076677,0.0120801502,0.0830645565,0.0000130063,0.0000176427,0.0173416247,0.0000252922,0.0000153240,0.0000071549,0.0980420737,0.0000093432,0.1468912044,0.0000098393,0.0035104483,0.0000084484,,,
10007842,The University of Cumbria,C,23,Education,,,,D,Bushcraft education as radical pedagogy,,,"Pedagogy, Culture & Society",29,1,1-15,,,1747-5104,,,2020,https://www.tandfonline.com/doi/full/10.1080/14681366.2020.1864659?src=,2,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681366.2020.1864659,12677,12677,0.0000214570,0.3098486536,0.0068524493,0.0000099345,0.0000106447,0.0000103521,0.0000105478,0.0035127150,0.0374922640,0.0000161462,0.0002552712,0.0000101714,0.0000181457,0.1167306005,0.0412378000,0.0150179142,0.0000218245,0.1279439454,0.0000067877,0.0000175504,0.1549052040,0.0000311334,0.0105369548,0.0000167106,0.0010219923,0.0310247434,0.0000324956,0.0000196884,0.0000091926,0.1262150310,0.0137527209,0.0028525104,0.0000126416,0.0005129512,0.0000108545,,,
10004180,Manchester Metropolitan University,C,23,Education,,,,D,Domestic abuse prevention education: listening to the views of young people,,,Sex Education,14,1,28,,,1468-1811,,January,2014,https://www.tandfonline.com/doi/full/10.1080/14681811.2013.816949,2,,,,,,Yes,1 - Children and Childhood,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14681811.2013.816949,12678,12678,0.0000222577,0.0008375744,0.0400207892,0.0000103052,0.0000110420,0.0000107384,0.0000109414,0.0821676096,0.0000182380,0.0000167488,0.0000056430,0.0000105510,0.0000188229,0.0003207957,0.0000162337,0.0028797871,0.0036508017,0.0034005052,0.0000070410,0.0000182054,0.0002693736,0.0000322952,0.0847892012,0.0000173342,0.2094203301,0.0000473773,0.0091041149,0.0000204231,0.0000095357,0.1335166992,0.0000124521,0.4067216349,0.0202271625,0.0020870205,0.0002704141,,,
10005790,Sheffield Hallam University,C,23,Education,,,,D,"Limitations of focussing on homophobic, biphobic and transphobic ‘bullying’ to understand and address LGBT young people’s experiences within and beyond school",,,"Sex Education: sexuality, society and learning",15,6,626,,,1468-1811,,July,2015,,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14681811.2015.1054024,12679,12679,0.0000197771,0.0000534116,0.0327971623,0.0000091567,0.0000098113,0.0004700843,0.0000097220,0.2599902659,0.0000162054,0.0000148821,0.0000050141,0.0043845310,0.0000167250,0.0732810645,0.0002446958,0.0000258460,0.0000201158,0.0009490721,0.0000062562,0.0000161764,0.0000090802,0.0000286959,0.0543846371,0.0000154023,0.2383517532,0.0467871837,0.0004904942,0.0000181470,0.0000084729,0.0391924641,0.0000110643,0.2476379107,0.0007024659,0.0000122484,0.0000100047,,,
10007768,The University of Lancaster,C,23,Education,,,,D,"'More than boy, girl, male, female' : exploring young people's views on gender diversity within and beyond schools contexts",,,Sex Education,18,4,420,,,1468-1811,,March,2018,,3,,,,,,Yes,,Compliant,,,,,,https://doi.org/10.1080/14681811.2018.1439373,12680,12680,0.0000199749,0.0047054304,0.0003321894,0.0000092482,0.0000099095,0.0000096370,0.0000098192,0.4363233026,0.0055981491,0.0000150309,0.0000050642,0.0000094688,0.0316469883,0.0668041246,0.0351332783,0.0158411525,0.0002528913,0.0684050918,0.0000063188,0.0002489124,0.0000091710,0.0011918540,0.0342294142,0.0004807048,0.0593275318,0.0088803390,0.0021234191,0.0000183284,0.0000085577,0.0002793700,0.0086164217,0.2194146621,0.0000117684,0.0000123709,0.0000101047,,,
10007140,Birmingham City University,C,23,Education,,,,D,Young people’s views on sexting education and support needs: findings and recommendations from a UK-based study,,,Sex Education,19,1,25,,,1468-1811,,,2018,,,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681811.2018.1475283,12681,12681,0.0002711527,0.0020555711,0.0238290654,0.0032561133,0.0002603459,0.0025074113,0.0000105425,0.2422303220,0.0027643440,0.0000161382,0.0000054373,0.0000101663,0.0527061965,0.0063020551,0.0000156419,0.0399810586,0.0000218136,0.0000303487,0.0000067843,0.0327290860,0.0000098465,0.0000311178,0.0392479337,0.0000167022,0.1308688333,0.0367524975,0.0162633983,0.0000196786,0.0047536105,0.0172799876,0.0000119982,0.3399547864,0.0057558835,0.0000132821,0.0000108491,,,
10000291,Anglia Ruskin University Higher Education Corporation,C,23,Education,,,,D,Fifteen Years on: The Legacy of Section 28 for LGBT+ teachers in English Schools,,,Sex Education,19,6,675,,,1472-0825,,March,2019,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681811.2019.1585800,12682,12682,0.0000263640,0.0175681948,0.0001314778,0.0000122064,0.0000130791,0.0000127194,0.0000129599,0.3505723394,0.0000216027,0.0076939589,0.0000066841,0.0000124975,0.0000222954,0.0003799780,0.0116838914,0.0049458911,0.0012546748,0.0031069559,0.0003153047,0.0248857137,0.0015469284,0.0021870069,0.1280584420,0.0055458987,0.0411611359,0.0525471003,0.0000399270,0.0055495575,0.0000112949,0.1222337582,0.0000147494,0.2162314610,0.0000155326,0.0021650815,0.0000133368,,,
10007784,University College London,C,23,Education,,,,D,Understanding novice teachers’ perspectives on China’s sexuality education: a study based on the national pre-service teacher education programme,,,Sex Education,20,3,252,,,1468-1811,,July,2019,,2,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681811.2019.1640113,12683,12683,0.0002908336,0.0102396887,0.0003825467,0.0000106502,0.0000114117,0.0000110979,0.0000113077,0.1256287465,0.1711626440,0.0000173095,0.0000058319,0.0000109042,0.0000194530,0.0000637049,0.0000167772,0.0000300617,0.0075226556,0.0000325515,0.0000072767,0.0501031494,0.0000105612,0.0000333764,0.0455784302,0.0000179145,0.0720707497,0.0000489635,0.0324423473,0.0000211069,0.0000098549,0.2887753472,0.0000128690,0.1916108122,0.0032275204,0.0005499075,0.0000116365,,,
10007784,University College London,C,23,Education,,,,D,Dilemmas of school-based Relationships and Sexuality Education for and about consent,,,"Sex Education: sexuality, society and learning",0,,1,,,1468-1811,,July,2020,,4,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14681811.2020.1788528,12684,12684,0.0300564226,0.0336958141,0.0070712205,0.0000095549,0.0000102381,0.0420600560,0.0000101448,0.1730206254,0.0000169102,0.0000155293,0.0000052322,0.0000097828,0.0000174524,0.0529201355,0.0000150518,0.0002672564,0.0060281478,0.0197326790,0.0000065283,0.0000168799,0.0000094751,0.0031536656,0.0798174069,0.0000160721,0.0793162747,0.0353660115,0.0247807412,0.0000189362,0.0000088414,0.1105800375,0.0000115455,0.2502383999,0.0516737094,0.0000127811,0.0000104398,,,
10007805,University of Strathclyde,C,23,Education,,,,D,'Struggling with the word strange my hands have been burned many times' : mapping a migratory research aesthetics in arts-based strangeness research,,,Studies in Theatre and Performance,38,1,228,,,2040-0616,,December,2016,,0,,,,,,,,Other exception,,,,,,https://doi.org/10.1080/14682761.2016.1266583,12685,12685,0.0628474514,0.0807549815,0.0287099909,0.0193645512,0.0000126858,0.0003100710,0.0000125702,0.0047817135,0.0006164211,0.0000192421,0.0000064831,0.0146010891,0.0015102951,0.0179348593,0.0000186504,0.0000334181,0.0000260092,0.6062226697,0.0000080891,0.0000209156,0.0000117404,0.0000371029,0.0012434249,0.0006153827,0.0000270138,0.0006498983,0.0000387263,0.0000234635,0.0000109553,0.0042281829,0.0041825823,0.1510755313,0.0000150655,0.0000158368,0.0000129358,,,
10004351,Middlesex University,C,23,Education,,,,D,Speaking the same language: developing a language-aware feedback culture,,,Innovations in Education and Teaching International,55,2,143,,,1470-3297,,November,2017,http://eprints.mdx.ac.uk/23049/,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14703297.2017.1403940,12686,12686,0.0915838654,0.0184041609,0.1999543618,0.0000161796,0.0000173364,0.0000168597,0.0000171785,0.0000245566,0.0000286345,0.0000262963,0.0000088598,0.0809864990,0.0077603504,0.0000967795,0.0000254877,0.0000456693,0.0000355442,0.0000494517,0.0000110546,0.0000285833,0.0008298126,0.0000507049,0.0000717314,0.0460051174,0.0000369171,0.0012950368,0.1680960517,0.0000320652,0.0000149715,0.1306916605,0.0057159276,0.2475555011,0.0004274726,0.0000216426,0.0000176780,,,
10007147,University of Hertfordshire,C,23,Education,,,,D,Lessons and lacunae? Practitioners’ suggestions for developing research-rich teaching and learning: Angles on innovation and change,,,Innovations in Education and Teaching International,56,2,150,3,,1470-3297,,April,2018,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14703297.2018.1462226,12687,12687,0.0032852002,0.0239476056,0.2998978901,0.0000143778,0.0000154058,0.0000149822,0.0007384090,0.0000218218,0.0000254456,0.0000233678,0.0000078731,0.0000147207,0.0000262616,0.0272038868,0.0000226493,0.0000405833,0.1949187868,0.0000439446,0.0000098236,0.0000254001,0.0000142577,0.0036607762,0.0000637431,0.0000241846,0.0003943776,0.0065743932,0.1703473481,0.0000284943,0.0032674504,0.1725425004,0.0000173732,0.0927134278,0.0000182957,0.0000192324,0.0000157093,,,
10007798,The University of Manchester,C,23,Education,,,,D,Zones of interculturality and linguistic identity : tales of Ladino by Sephardic Jews in Bulgaria,,,Language and Intercultural Communication,14,1,24,,,1470-8477,,January,2014,,1,,,,,,,A - SEED,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14708477.2013.866122,12688,12688,0.0555291655,0.0529179953,0.0190383218,0.2553118380,0.0000093856,0.0000091275,0.0000093001,0.0149922499,0.0000155021,0.0000142363,0.0330466100,0.1440712749,0.0000159992,0.0498353934,0.0374611871,0.0205106488,0.0000192429,0.0828515846,0.0000059848,0.0000154744,0.0000086861,0.0009085656,0.0000388339,0.0000147339,0.0000199862,0.0002605490,0.0000286517,0.0000173595,0.0000081053,0.0031282244,0.0000105842,0.2298427644,0.0000111462,0.0000117169,0.0000095705,,,
10007794,University of Glasgow,C,23,Education,,,,D,‘They are bombing now’: ‘Intercultural Dialogue’ in times of conflict,,,Language and Intercultural Communication,14,1,108,,,1470-8477,,,2014,http://eprints.gla.ac.uk/90810/,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14708477.2013.866127,12689,12689,0.0859102698,0.2887810320,0.0291739382,0.2339051443,0.0000083747,0.0005978015,0.0000082984,0.0000118625,0.0287104794,0.0000127029,0.0235905651,0.0210391066,0.0000142760,0.0786677017,0.0151468453,0.0000220613,0.0100413415,0.0961380008,0.0000053401,0.0000138076,0.0000077506,0.0000244939,0.0004277558,0.0000131469,0.0094523475,0.0356119129,0.0045462703,0.0011948039,0.0000072322,0.0000395479,0.0000094442,0.0344787757,0.0023685742,0.0000104548,0.0000085397,,,
10007794,University of Glasgow,C,23,Education,,,,D,Visualizing intercultural literacy: Engaging critically with diversity and migration in the classroom through an image-based approach,,,Language and Intercultural Communication,14,3,304,,,1470-8477,,,2014,http://eprints.gla.ac.uk/93968/,4,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1080/14708477.2014.903056,12690,12690,0.1651865125,0.0550341372,0.0223016284,0.0894925393,0.0000091873,0.0000089346,0.0000091036,0.0000130135,0.0166182235,0.0000139355,0.0336420411,0.0000087787,0.0008781572,0.0558979065,0.0000135069,0.0321521798,0.0000188363,0.2003409139,0.0000058583,0.0013088915,0.0000085026,0.0000268705,0.0235410306,0.0004456706,0.0000195638,0.0000394193,0.0004592943,0.0000169926,0.0000079340,0.1059147753,0.0000103605,0.1344238366,0.0000109107,0.0000114693,0.0621090838,,,
10003956,Liverpool Hope University,C,23,Education,,,,D,Visualizing intercultural literacy: engaging critically with diversity and migration in the classroom through an image-based approach,,,Language and Intercultural Communication,14,3,304-321,,,1747-759X,,May,2014,https://www.tandfonline.com/doi/abs/10.1080/14708477.2014.903056,,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14708477.2014.903056,12691,12691,0.1643240164,0.0569747533,0.0283391007,0.0901394114,0.0000091873,0.0000089346,0.0000091036,0.0000130135,0.0092870071,0.0000139355,0.0342889131,0.0000087787,0.0000156612,0.0533104183,0.0000135069,0.0295646916,0.0006657083,0.1934409455,0.0000058583,0.0013088915,0.0000085026,0.0000268705,0.0190129264,0.0000144225,0.0039007960,0.0004706673,0.0056342706,0.0000169926,0.0000079340,0.1091491355,0.0000103605,0.1428331731,0.0000109107,0.0000114693,0.0571497316,,,
10001143,Canterbury Christ Church University,C,23,Education,,,,D,‘I already have a culture.’ Negotiating competing grand and personal narratives in interview conversations with new study abroad arrivals,,,Language and Intercultural Communication,18,2,241-256,,,1470-8477,,,2017,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1080/14708477.2017.1357727,12692,12692,0.0436769535,0.0545630128,0.0017007464,0.1812417200,0.0000112728,0.0002755339,0.0000111701,0.0214462262,0.0008123325,0.0000170988,0.0338708610,0.0370507247,0.0000192163,0.2212443642,0.0000165730,0.0050565466,0.0000231122,0.0439509570,0.0000071881,0.0010768703,0.0000104327,0.0000329702,0.0000466424,0.0000176965,0.0000240049,0.0000483676,0.0288726620,0.0000208500,0.0008034483,0.0135463596,0.0000127124,0.3051609960,0.0053048093,0.0000140728,0.0000114949,,,
